epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,9707.72,0.27573,0.92021,1.55071,0.95376,0.91268,0.95804,0.45234,0.29536,0.92957,1.58664,5.8915e-05,5.8915e-05,5.8915e-05
85,9814.3,0.2804,0.92625,1.53659,0.93654,0.89381,0.94699,0.4606,0.2938,0.94127,1.59184,5.842e-05,5.842e-05,5.842e-05
86,9933.69,0.26923,0.91856,1.50269,0.94122,0.92035,0.96203,0.44924,0.29216,0.94397,1.57684,5.7925e-05,5.7925e-05,5.7925e-05
87,10055.8,0.25381,0.88626,1.47719,0.93546,0.9115,0.95269,0.4551,0.29212,0.93431,1.57833,5.743e-05,5.743e-05,5.743e-05
88,10173.5,0.28406,0.94042,1.52663,0.9306,0.9115,0.95178,0.45939,0.29024,0.92054,1.57636,5.6935e-05,5.6935e-05,5.6935e-05
89,10291.2,0.28918,0.93971,1.58865,0.94349,0.88645,0.95863,0.45056,0.28732,0.92984,1.56076,5.644e-05,5.644e-05,5.644e-05
90,10404.2,0.26507,0.94387,1.47206,0.95377,0.91279,0.97052,0.46679,0.2867,0.90416,1.55942,5.5945e-05,5.5945e-05,5.5945e-05
91,10511.2,0.26212,0.87326,1.47666,0.97024,0.90265,0.96828,0.46849,0.2803,0.92026,1.55275,5.545e-05,5.545e-05,5.545e-05
92,10624.5,0.28131,0.93691,1.50235,0.96613,0.9115,0.97571,0.46934,0.2795,0.91608,1.54999,5.4955e-05,5.4955e-05,5.4955e-05
93,10746.6,0.25214,0.89117,1.4577,0.92911,0.90265,0.95676,0.45616,0.28063,0.91114,1.55127,5.446e-05,5.446e-05,5.446e-05
94,10867,0.26913,0.9064,1.49109,0.94399,0.90265,0.96274,0.46017,0.28299,0.9084,1.54804,5.3965e-05,5.3965e-05,5.3965e-05
95,10983,0.25633,0.9096,1.46217,0.95401,0.91791,0.95842,0.46818,0.28534,0.91253,1.55801,5.347e-05,5.347e-05,5.347e-05
96,11101.8,0.26081,0.89308,1.4969,0.9286,0.93805,0.9683,0.47724,0.28368,0.89864,1.55664,5.2975e-05,5.2975e-05,5.2975e-05
97,11211.8,0.2481,0.88063,1.43583,0.94502,0.9115,0.95986,0.47218,0.28324,0.89736,1.55383,5.248e-05,5.248e-05,5.248e-05
98,11317.2,0.25348,0.89824,1.44882,0.93381,0.9115,0.95564,0.4774,0.28446,0.89856,1.55007,5.1985e-05,5.1985e-05,5.1985e-05
99,11439.2,0.26389,0.87494,1.49041,0.95766,0.9115,0.96565,0.47375,0.28797,0.88682,1.55563,5.149e-05,5.149e-05,5.149e-05
100,11561.2,0.25557,0.87012,1.47565,0.96648,0.89381,0.96355,0.47365,0.28549,0.88355,1.55914,5.0995e-05,5.0995e-05,5.0995e-05
101,11675.5,0.25612,0.90572,1.45446,0.93937,0.90265,0.95979,0.44721,0.28778,0.90502,1.56871,5.05e-05,5.05e-05,5.05e-05
102,11797,0.25176,0.91741,1.46569,0.91208,0.91809,0.94815,0.45881,0.28619,0.88311,1.55632,5.0005e-05,5.0005e-05,5.0005e-05
103,11908.3,0.25588,0.87227,1.46159,0.95538,0.9115,0.96858,0.46371,0.29073,0.88141,1.56846,4.951e-05,4.951e-05,4.951e-05
104,12009.8,0.26399,0.87409,1.48129,0.94526,0.91698,0.96422,0.46353,0.28242,0.88769,1.54673,4.9015e-05,4.9015e-05,4.9015e-05
105,12129.4,0.27412,0.87586,1.49333,0.92646,0.9115,0.94886,0.46404,0.28067,0.88522,1.53798,4.852e-05,4.852e-05,4.852e-05
106,12251.5,0.26213,0.89099,1.47656,0.96,0.92035,0.96687,0.46685,0.28147,0.8829,1.53689,4.8025e-05,4.8025e-05,4.8025e-05
107,12365.2,0.24271,0.85693,1.4149,0.95236,0.92035,0.96672,0.47555,0.28165,0.89214,1.53779,4.753e-05,4.753e-05,4.753e-05
108,12487.3,0.25956,0.90714,1.45783,0.98106,0.91688,0.96922,0.48365,0.28064,0.87491,1.53549,4.7035e-05,4.7035e-05,4.7035e-05
109,12604.7,0.25512,0.85744,1.4782,0.96474,0.9115,0.96424,0.47619,0.28356,0.86786,1.54547,4.654e-05,4.654e-05,4.654e-05
110,12707.1,0.24085,0.88314,1.42193,0.93015,0.90265,0.95716,0.46281,0.2859,0.8931,1.55422,4.6045e-05,4.6045e-05,4.6045e-05
111,12821.2,0.25598,0.9053,1.45355,0.94536,0.91861,0.95593,0.46237,0.28355,0.87576,1.54458,4.555e-05,4.555e-05,4.555e-05
112,12943.5,0.24273,0.85693,1.40992,0.9618,0.89136,0.96362,0.45129,0.29206,0.88116,1.57026,4.5055e-05,4.5055e-05,4.5055e-05
113,13059.7,0.25967,0.88477,1.4474,0.9403,0.9115,0.96159,0.47495,0.28282,0.86627,1.54258,4.456e-05,4.456e-05,4.456e-05
114,13179.9,0.25987,0.89275,1.45398,0.93386,0.87467,0.9521,0.46899,0.28314,0.88297,1.54612,4.4065e-05,4.4065e-05,4.4065e-05
115,13301.9,0.2545,0.83685,1.4455,0.96195,0.9115,0.96502,0.47143,0.28137,0.86909,1.54028,4.357e-05,4.357e-05,4.357e-05
116,13407.3,0.25889,0.86399,1.45378,0.95324,0.90199,0.95514,0.46842,0.2902,0.86843,1.56357,4.3075e-05,4.3075e-05,4.3075e-05
117,13513,0.24648,0.85979,1.41514,0.93546,0.89792,0.95547,0.47544,0.28423,0.87069,1.54545,4.258e-05,4.258e-05,4.258e-05
118,13635.4,0.23722,0.86318,1.38149,0.94387,0.89293,0.96963,0.47341,0.27855,0.85758,1.52964,4.2085e-05,4.2085e-05,4.2085e-05
119,13753.7,0.24476,0.86096,1.41481,0.901,0.92035,0.96927,0.48105,0.28189,0.86525,1.53891,4.159e-05,4.159e-05,4.159e-05
120,13870.9,0.24835,0.85466,1.40685,0.92248,0.90265,0.96454,0.47324,0.28431,0.87861,1.54542,4.1095e-05,4.1095e-05,4.1095e-05
121,13992.7,0.25088,0.84915,1.42034,0.93855,0.90265,0.95061,0.47846,0.27958,0.88348,1.52994,4.06e-05,4.06e-05,4.06e-05
122,14106.5,0.25901,0.86025,1.46295,0.9391,0.9115,0.95108,0.46651,0.28161,0.87829,1.53236,4.0105e-05,4.0105e-05,4.0105e-05
123,14211,0.24598,0.835,1.40965,0.9179,0.92035,0.93783,0.47038,0.27879,0.85816,1.52551,3.961e-05,3.961e-05,3.961e-05
124,14325.9,0.23801,0.83849,1.38525,0.94106,0.9292,0.95128,0.48627,0.27749,0.84631,1.52097,3.9115e-05,3.9115e-05,3.9115e-05
125,14446.9,0.2509,0.83783,1.42492,0.92916,0.9469,0.96706,0.48279,0.27346,0.85011,1.51166,3.862e-05,3.862e-05,3.862e-05
